llave_10,fraccion_8,nico,descripcion_completa,unidad_medida,arancel_importacion,nota_importacion,arancel_exportacion,nota_exportacion,regulaciones_economia
8529901600,85299016,00,"Amplificadores-distribuidores de video, con entrada diferencial, con compensación de cable o con restaurador de corriente continua, para sistemas de televisión, con o sin gabinete modular.",Pza,5.0,,0.0,Ex.,NOM-001-SCFI-2018
8529901800,85299018,00,Sintonizadores de canales para televisión y videocasetera; sintonizadores de doble convergencia.,Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8529901900,85299019,00,"Sintonizadores de canal, combinados con otras partes especificadas en la Nota Nacional 13 del Capítulo 85.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8529902000,85299020,00,"Amplificadores de radiofrecuencia, banda ancha y monocanales, para sistemas de distribución de señales de HF, TV y/o FM.",Pza,5.0,,0.0,Ex.,NOM-001-SCFI-2018
8529902100,85299021,00,Acoplador (combinador o defasador) para operar dos o más transmisores de radio o televisión a una salida común.,Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8529909901,85299099,01,"Reconocibles como diseñadas exclusivamente para monitores de los tipos utilizados exclusiva o principalmente con máquinas de la partida 84.71, excepto circuitos modulares constituidos por componentes eléctricos y/o electrónicos sobre tablilla aislante con circuito impreso.",Kg,0.0,Ex.,0.0,Ex.,"NOM-001-SCFI-2018 Únicamente: Sintonizadores de AM-FM, sin circuito de audio cuando se presenten con gabinete o carcasa; Amplificadores para transmisores de señales de televisión y/o preamplificadores de radiofrecuencia para receptores de televisión (“booster”)."
8529909902,85299099,02,"Sintonizadores de AM-FM, sin circuito de audio.",Kg,0.0,Ex.,0.0,Ex.,"NOM-001-SCFI-2018 Únicamente: Sintonizadores de AM-FM, sin circuito de audio cuando se presenten con gabinete o carcasa; Amplificadores para transmisores de señales de televisión y/o preamplificadores de radiofrecuencia para receptores de televisión (“booster”)."
8529909903,85299099,03,"Filtros de banda pasante de cuarzo, cerámicos o mecánicos, reconocibles como diseñados exclusivamente para equipos de radiocomunicación, excepto los filtros para equipos receptores de tipo doméstico.",Kg,0.0,Ex.,0.0,Ex.,"NOM-001-SCFI-2018 Únicamente: Sintonizadores de AM-FM, sin circuito de audio cuando se presenten con gabinete o carcasa; Amplificadores para transmisores de señales de televisión y/o preamplificadores de radiofrecuencia para receptores de televisión (“booster”)."
8529909904,85299099,04,Reconocibles como diseñadas exclusivamente para sistemas de transmisión y/o recepción de microondas vía satélite o para generadores de señales de teletexto.,Kg,0.0,Ex.,0.0,Ex.,"NOM-001-SCFI-2018 Únicamente: Sintonizadores de AM-FM, sin circuito de audio cuando se presenten con gabinete o carcasa; Amplificadores para transmisores de señales de televisión y/o preamplificadores de radiofrecuencia para receptores de televisión (“booster”)."
8529909905,85299099,05,Circuitos modulares reconocibles como diseñados exclusivamente para lo comprendido en las partidas 85.25 a 85.28.,Kg,0.0,Ex.,0.0,Ex.,"NOM-001-SCFI-2018 Únicamente: Sintonizadores de AM-FM, sin circuito de audio cuando se presenten con gabinete o carcasa; Amplificadores para transmisores de señales de televisión y/o preamplificadores de radiofrecuencia para receptores de televisión (“booster”)."
8529909906,85299099,06,"Ensambles de transreceptores reconocibles como diseñados exclusivamente para lo comprendido en la subpartida 8526.10, no comprendidos ni especificados en otra parte.",Kg,0.0,Ex.,0.0,Ex.,"NOM-001-SCFI-2018 Únicamente: Sintonizadores de AM-FM, sin circuito de audio cuando se presenten con gabinete o carcasa; Amplificadores para transmisores de señales de televisión y/o preamplificadores de radiofrecuencia para receptores de televisión (“booster”)."
8529909907,85299099,07,"Ensambles de pantalla plana, reconocibles como diseñados exclusivamente para lo comprendido en los números de identificación comercial 8528.59.01.00, 8528.59.02.00, 8528.69.99.01 y 8528.72.06.00.",Kg,0.0,Ex.,0.0,Ex.,"NOM-001-SCFI-2018 Únicamente: Sintonizadores de AM-FM, sin circuito de audio cuando se presenten con gabinete o carcasa; Amplificadores para transmisores de señales de televisión y/o preamplificadores de radiofrecuencia para receptores de televisión (“booster”)."
8529909908,85299099,08,"Partes, incluso las placas frontales y los dispositivos de ajuste o seguridad, reconocibles como diseñados exclusivamente para circuitos modulares, no especificadas ni comprendidas en otra parte.",Kg,0.0,Ex.,0.0,Ex.,"NOM-001-SCFI-2018 Únicamente: Sintonizadores de AM-FM, sin circuito de audio cuando se presenten con gabinete o carcasa; Amplificadores para transmisores de señales de televisión y/o preamplificadores de radiofrecuencia para receptores de televisión (“booster”)."
8529909909,85299099,09,"Filtros de los siguientes tipos: piezoeléctricos cerámicos, interferencia electromagnética o para resonador de frecuencia, reconocibles como diseñados exclusivamente para aparatos receptores de televisión a color, excepto lo comprendido en el número de identificación comercial 8529.90.99.03.",Kg,0.0,Ex.,0.0,Ex.,"NOM-001-SCFI-2018 Únicamente: Sintonizadores de AM-FM, sin circuito de audio cuando se presenten con gabinete o carcasa; Amplificadores para transmisores de señales de televisión y/o preamplificadores de radiofrecuencia para receptores de televisión (“booster”)."
8529909991,85299099,91,Las demás partes reconocibles como diseñadas exclusivamente para lo comprendido en las partidas 85.25 y 85.27.,Kg,0.0,Ex.,0.0,Ex.,"NOM-001-SCFI-2018 Únicamente: Sintonizadores de AM-FM, sin circuito de audio cuando se presenten con gabinete o carcasa; Amplificadores para transmisores de señales de televisión y/o preamplificadores de radiofrecuencia para receptores de televisión (“booster”)."
8529909999,85299099,99,Las demás.,Kg,0.0,Ex.,0.0,Ex.,"NOM-001-SCFI-2018 Únicamente: Sintonizadores de AM-FM, sin circuito de audio cuando se presenten con gabinete o carcasa; Amplificadores para transmisores de señales de televisión y/o preamplificadores de radiofrecuencia para receptores de televisión (“booster”)."
8530100100,85301001,00,Aparatos para vías férreas o similares.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8530800200,85308002,00,Equipos controladores de semáforos.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8530809900,85308099,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8530900100,85309001,00,Partes.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8531100100,85311001,00,"Bocinas en o con caja tipo intemperie a prueba de humedad, gases, vapores, polvo y explosión.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8531100200,85311002,00,"Campanas de alarma, con caja tipo intemperie a prueba de humedad, gases, vapores, polvos y explosión.",Kg,0.0,Ex.,0.0,Ex.,NOM-001-SCFI-2018
8531100300,85311003,00,"Alarmas electrónicas contra robo o incendio, de uso doméstico o industrial, incluso en forma de sistema.",Pza,15.0,,0.0,Ex.,"NOM-001-SCFI-2018 NOM-208- SCFI-2016 Únicamente: Los equipos de radiocomunicaciones por espectro disperso que opere en las bandas de frecuencias 902- 928 MHZ, 2400-2483.5 MHZ y 5725-5850 MHZ (Bluetooth y/o ZigBee en las bandas 902 MHz 928 MHz y/o 2,400.00 MHz 2,483.50 MHz y/o WiFi y/o WLAN y/o WPAN y/o WAN en las bandas 2,400.00 MHz 2,483.50 MHz y/o 5,725.00 MHz 5,850.00 MHz)."
8531100400,85311004,00,"Detectores acústicos, para sistemas de alarmas en bóvedas de seguridad; sistemas de seguridad a detección acústica y/o visual, con señalización local y remota, sin equipo de enlace por radiofrecuencia.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8531109901,85311099,01,"Detectores electrónicos de humo, de monóxido de carbono, o de calor.",Kg,15.0,,0.0,Ex.,NOM-001-SCFI-2018
8531109999,85311099,99,Los demás.,Kg,15.0,,0.0,Ex.,NOM-001-SCFI-2018
8531200100,85312001,00,"Tableros indicadores con dispositivos de cristal líquido (LCD) o diodos emisores de luz (LED), incorporados.",Kg,0.0,Ex.,0.0,Ex.,NOM-001-SCFI-2018
8531800100,85318001,00,Sirenas.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8531800300,85318003,00,"Zumbadores miniatura de corriente alterna, para aparatos telefónicos.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8531809901,85318099,01,"Timbres, campanillas, zumbadores y otros avisadores acústicos.",Kg,15.0,,0.0,Ex.,"NOM-003-SCFI-2014 Únicamente: Los que no sean activados por botón inalámbrico, ni timbres musicales electrónicos, con tensión nominal mayor a 24 V. NOM-208-SCFI-2016 Únicamente: Timbres, campanillas, zumbadores y otros avisadores acústicos; Únicamente: Los equipos de radiocomunicaciones por espectro disperso que opere en las bandas de frecuencias 902- 928 MHZ, 2400-2483.5 MHZ y 5725- 5850 MHZ (Bluetooth y/o ZigBee en las bandas 902 MHz 928 MHz y/o 2,400.00 MHz 2,483.50 MHz y/o WiFi y/o WLAN y/o WPAN y/o WAN en las bandas 2,400.00 MHz 2,483.50 MHz y/o 5,725.00 MHz 5,850.00 MHz). NOM-001-SCFI-2018 Únicamente: Activados por botón inalámbrico, y timbres musicales electrónicos."
8531809999,85318099,99,Los demás.,Kg,15.0,,0.0,Ex.,"NOM-003-SCFI-2014 Únicamente: Los que no sean activados por botón inalámbrico, ni timbres musicales electrónicos, con tensión nominal mayor a 24 V. NOM-208-SCFI-2016 Únicamente: Timbres, campanillas, zumbadores y otros avisadores acústicos; Únicamente: Los equipos de radiocomunicaciones por espectro disperso que opere en las bandas de frecuencias 902- 928 MHZ, 2400-2483.5 MHZ y 5725- 5850 MHZ (Bluetooth y/o ZigBee en las bandas 902 MHz 928 MHz y/o 2,400.00 MHz 2,483.50 MHz y/o WiFi y/o WLAN y/o WPAN y/o WAN en las bandas 2,400.00 MHz 2,483.50 MHz y/o 5,725.00 MHz 5,850.00 MHz). NOM-001-SCFI-2018 Únicamente: Activados por botón inalámbrico, y timbres musicales electrónicos."
8531900200,85319002,00,Circuitos modulares.,Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8531909900,85319099,00,Las demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532100100,85321001,00,"Fijos, monofásicos o trifásicos, con peso unitario superior a 1 kg.",Pza,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532109900,85321099,00,Los demás.,Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532210100,85322101,00,De tantalio.,Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532220401,85322204,01,"De diámetro inferior o igual a 15 mm, encapsulados en botes de baquelita o de aluminio.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532220402,85322204,02,"Capacitores electrolíticos con capacitancia de 0.1 µF hasta 10,000 µF y un voltaje de 10 V hasta 100 V, para uso en aparatos de conducción de señales, audio y video.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532220499,85322204,99,Los demás.,Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532230601,85322306,01,"Condensadores de discos de cerámica, con terminales axiales.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532230602,85322306,02,"Capacitores discoidales con capacitancia de 0.1 pF hasta 8,200 pF para uso específico como filtradores de ruidos en dispositivos de alta frecuencia.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532230699,85322306,99,Los demás.,Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532240400,85322404,00,"Con dieléctrico de cerámica, multicapas.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532250200,85322502,00,"Fijos de películas plásticas, excepto los reconocibles para naves aéreas y aquellos con dieléctrico de plástico, sin terminales, de montaje por contacto.",Pza,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532259901,85322599,01,"Con dieléctrico de plástico, sin terminales, de montaje por contacto.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532259902,85322599,02,"Capacitores fílmicos para uso en aparatos de recepción y transmisión de señales, audio y video.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532259999,85322599,99,Los demás.,Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532299901,85322999,01,"De mica, de 1,000 o más voltios de trabajo.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532299999,85322999,99,Los demás.,Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532300500,85323005,00,Condensadores variables o ajustables.,Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8532900100,85329001,00,Partes.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533100301,85331003,01,"Resistencias de carbón, aglomeradas o de capa, excepto lo comprendido en el número de identificación comercial 8533.10.03.02.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533100302,85331003,02,Resistencias de montaje por contacto; resistencias con terminales radiales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533210100,85332101,00,De potencia inferior o igual a 20 W.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533299900,85332999,00,Las demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533310200,85333102,00,De potencia inferior o igual a 20 W.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533399900,85333999,00,Las demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533409101,85334091,01,"Reóstatos o potenciómetros, excepto los potenciómetros de carbón, de 1/10 a ½ watt de disipación, de diámetro inferior o igual a 30 mm.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533409102,85334091,02,Termistores.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533409103,85334091,03,Bancos de resistencias.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533409104,85334091,04,Varistores de óxidos metálicos.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533409105,85334091,05,"Varistores o resistencias dependientes de la tensión aplicada (""VDR""), excepto lo comprendido en el número de identificación comercial 8533.40.91.04.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533409199,85334091,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533900301,85339003,01,"Reconocibles como diseñados exclusivamente para lo comprendido en la subpartida 8533.40, metálicas o cerámicas, termosensibles.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8533900399,85339003,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8534000401,85340004,01,"De doble faz, con agujeros metalizados, con base de resinas epóxicas o de fibra de vidrio (""epoxy-glass""), excepto lo comprendido en los números de identificación comercial 8534.00.04.02 y 8534.00.04.03.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8534000402,85340004,02,"Denominados ""multicapas"": Cuatro o más capas de laminado metálico de cobre o aluminio, incluyendo las de las caras exteriores, con agujeros metalizados, con base de resinas epóxicas o de fibra de vidrio (""epoxy-glass""), con indicación visual del número total de capas que componen el circuito impreso.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8534000403,85340004,03,"De doble faz, con agujeros y pistas (líneas), metalizados con oro o plata.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8534000499,85340004,99,Los demás.,Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535100100,85351001,00,Reconocibles para naves aéreas.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535100200,85351002,00,Cortacircuitos de fusibles de más de 46 kV.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535100300,85351003,00,Fusibles.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535109900,85351099,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535210100,85352101,00,Para una tensión inferior a 72.5 kV.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535299900,85352999,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535300701,85353007,01,Interruptores.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535300702,85353007,02,"Seccionadores-conectadores de navajas sin carga, con peso unitario superior a 2 kg sin exceder de 2,750 kg.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535300703,85353007,03,Interruptores de navajas con carga.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535300704,85353007,04,"Seccionadores con peso unitario superior a 2 kg, sin exceder de 2,750 kg, excepto lo comprendido en el número de identificación comercial 8535.30.07.02.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535300799,85353007,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535400100,85354001,00,"Pararrayos (apartarrayos) tipo distribución autovalvulares de 3 a 13 kV nominales, para sistemas con neutro a tierra hasta 37 kV.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535409901,85354099,01,Pararrayos (apartarrayos).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535409999,85354099,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535900800,85359008,00,"Llaves magnéticas (arrancadores magnéticos), con potencia nominal hasta 200 CP.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535902000,85359020,00,"Llaves magnéticas (arrancadores magnéticos), con potencia nominal superior a 200 CP.",Pza,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535909901,85359099,01,Conmutadores de peso unitario inferior o igual a 2 kg.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535909902,85359099,02,"Conmutadores con peso unitario superior a 2 kg sin exceder de 2,750 kg.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535909903,85359099,03,Relevadores térmicos o por inducción.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535909904,85359099,04,"Cajas de conexión, de derivación, de corte, extremidad u otras cajas análogas.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535909905,85359099,05,"Conjuntos para terminales tipo cono de alivio integrado y/o moldeado, para cables de energía, hasta 35 kV, para intemperie.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535909906,85359099,06,"Conjuntos completos para empalmes o uniones, para cables de energía hasta 35 kV.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8535909999,85359099,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
8536100300,85361003,00,"Fusibles de alta capacidad de ruptura, de 20,000 amperes eficaces o más y cualquier corriente nominal, hasta 600 voltios de tensión, inclusive; excepto los reconocibles para naves aéreas.",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
