llave_10,fraccion_8,nico,descripcion_completa,unidad_medida,arancel_importacion,nota_importacion,arancel_exportacion,nota_exportacion,regulaciones_economia
5212150100,52121501,00,Estampados.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5212210100,52122101,00,Crudos.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5212220100,52122201,00,Blanqueados.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5212230100,52122301,00,Teñidos.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5212240201,52122402,01,De tipo mezclilla.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5212240299,52122402,99,Los demás.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5212250100,52122501,00,Estampados.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5301100100,53011001,00,Lino en bruto o enriado.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5301210100,53012101,00,Agramado o espadado.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5301299900,53012999,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5301300100,53013001,00,Estopas y desperdicios de lino.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5302100100,53021001,00,Cáñamo en bruto o enriado.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5302909900,53029099,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5303100100,53031001,00,"Yute y demás fibras textiles del líber, en bruto o enriados.",Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5303909900,53039099,00,Los demás.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5305000801,53050008,01,"De coco, en bruto.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5305000802,53050008,02,"Fibras de coco, excepto lo comprendido en el número de identificación comercial 5305.00.08.01.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5305000803,53050008,03,"Sisal y demás fibras textiles del género Agave, en bruto.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5305000899,53050008,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5306100100,53061001,00,Sencillos.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5306200100,53062001,00,Retorcidos o cableados.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5307100100,53071001,00,Sencillos.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5307200100,53072001,00,Retorcidos o cableados.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5308100100,53081001,00,Hilados de coco.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5308200100,53082001,00,Hilados de cáñamo.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5308900300,53089003,00,De ramio.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5308909901,53089099,01,Hilados de papel.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5308909999,53089099,99,Los demás.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5309110100,53091101,00,Crudos o blanqueados.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5309199900,53091999,00,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5309210100,53092101,00,Crudos o blanqueados.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5309299900,53092999,00,Los demás.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5310100100,53101001,00,Crudos.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5310909900,53109099,00,Los demás.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5311000200,53110002,00,Tejidos de las demás fibras textiles vegetales; tejidos de hilados de papel.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5401100100,54011001,00,De filamentos sintéticos.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5401200100,54012001,00,De filamentos artificiales.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402110100,54021101,00,De aramidas.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402199901,54021999,01,"De filamentos de nailon, de alta tenacidad, sencillos, planos, tensados al máximo, producidos con una torsión que no exceda de 40 vueltas por metro.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402199999,54021999,99,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402200201,54022002,01,"Sencillos, planos, tensados al máximo, producidos con una torsión que no exceda de 40 vueltas por metro.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402200299,54022002,99,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402310100,54023101,00,"De nailon o demás poliamidas, de título inferior o igual a 50 tex por hilo sencillo.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402320100,54023201,00,"De nailon o demás poliamidas, de título superior a 50 tex por hilo sencillo.",Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402330100,54023301,00,De poliésteres.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402340100,54023401,00,De polipropileno.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402399900,54023999,00,Los demás.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402440100,54024401,00,"De poliuretanos, del tipo de los denominados ""elastanos"", sin torsión, no en carretes de urdido (enjulios).",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402449900,54024499,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402450300,54024503,00,De aramidas.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402459901,54024599,01,"Hilados de filamentos de nailon, excepto los comprendidos en los números de identificación comercial 5402.45.99.02 y 5402.45.99.03.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402459902,54024599,02,"De 44.4 decitex (40 deniers) y 34 filamentos, excepto lo comprendido en el número de identificación comercial 5402.45.99.03.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402459903,54024599,03,De filamentos de nailon parcialmente orientados.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402459999,54024599,99,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402469100,54024691,00,"Los demás, de poliésteres, parcialmente orientados.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402479101,54024791,01,"De filamentos de poliéster, sencillos, planos, tensados al máximo, producidos con una torsión que no exceda de 40 vueltas por metro.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402479199,54024791,99,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402489101,54024891,01,De poliolefinas.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402489102,54024891,02,De polipropileno fibrilizado.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402489199,54024891,99,Los demás.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402490600,54024906,00,De poliuretanos.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402499900,54024999,00,Los demás.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402510200,54025102,00,De nailon o demás poliamidas.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402520300,54025203,00,De poliésteres.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402530100,54025301,00,De polipropileno.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402599900,54025999,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402610201,54026102,01,De fibras aramídicas.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402610299,54026102,99,Los demás.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402620201,54026202,01,"De 75.48 decitex (68 deniers), teñido en rígido brillante con 32 filamentos y torsión de 800 vueltas por metro.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402620299,54026202,99,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402630100,54026301,00,De polipropileno.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402699901,54026999,01,De poliolefinas.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5402699999,54026999,99,Los demás.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5403100100,54031001,00,Hilados de alta tenacidad de rayón viscosa.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5403310301,54033103,01,"De rayón viscosa, sin texturar, sin torsión o con una torsión inferior o igual a 120 vueltas por metro.",Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5403310302,54033103,02,De hilados texturados.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5403320300,54033203,00,"De rayón viscosa, con una torsión superior a 120 vueltas por metro.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5403330100,54033301,00,De acetato de celulosa.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5403399900,54033999,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5403410301,54034103,01,De rayón viscosa sin texturar.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5403410302,54034103,02,De hilados texturados.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5403420100,54034201,00,De acetato de celulosa.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5403499900,54034999,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5404110100,54041101,00,"De poliuretanos, del tipo de los denominados ""elastanos"".",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5404119900,54041199,00,Los demás.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5404129100,54041291,00,"Los demás, de polipropileno.",Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5404199901,54041999,01,De poliéster.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5404199902,54041999,02,De poliamidas o superpoliamidas.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5404199999,54041999,99,Los demás.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5404909900,54049099,00,Las demás.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5405000500,54050005,00,"Monofilamentos artificiales de título superior o igual a 67 decitex y cuya mayor dimensión de la sección transversal sea inferior o igual a 1 mm; tiras y formas similares (por ejemplo, paja artificial) de materia textil artificial, de anchura aparente inferior o igual a 5 mm.",Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5406000100,54060001,00,De poliamidas o superpoliamidas.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5406000200,54060002,00,"De aramidas, retardantes a la flama.",Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5406000500,54060005,00,Hilados de filamentos artificiales.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5406009100,54060091,00,Los demás hilados de filamentos sintéticos.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407100300,54071003,00,Tejidos fabricados con hilados de alta tenacidad de nailon o demás poliamidas o de poliésteres.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407200201,54072002,01,De tiras de polipropileno e hilados.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407200299,54072002,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407300401,54073004,01,"De fibras sintéticas, crudos o blanqueados.",M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407300402,54073004,02,Reconocibles para naves aéreas.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407300403,54073004,03,"Redes o mallas de materias plásticas, con monofilamentos de menos de 1 mm en su corte transversal, en cuyo punto de cruce estén termosoldados, en rollos de ancho inferior a 2.20 m.",M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407300499,54073004,99,Los demás.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407410501,54074105,01,De peso inferior o igual a 50 g/m2.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407410502,54074105,02,De peso superior a 50 g/m2 pero inferior o igual a 100 g/m2.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407410503,54074105,03,De peso superior a 100 g/m2.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407420501,54074205,01,De peso inferior o igual a 50 g/m2.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407420502,54074205,02,De peso superior a 50 g/m2 pero inferior o igual a 100 g/m2.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407420503,54074205,03,De peso superior a 100 g/m2.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407430400,54074304,00,Con hilados de distintos colores.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407440100,54074401,00,Estampados.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407510501,54075105,01,De peso inferior o igual a 100 g/m².,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407510502,54075105,02,De peso superior a 100 g/m² pero inferior o igual a 200 g/m².,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407510503,54075105,03,De peso superior a 200 g/m².,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407520501,54075205,01,De peso inferior o igual a 100 g/m2.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407520502,54075205,02,De peso superior a 100 g/m2 pero inferior o igual a 200 g/m2.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407520503,54075205,03,De peso superior a 200 g/m2.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407530401,54075304,01,"Gofrados o sometidos a cualquier operación complementaria sobre el teñido, incluidos los tejidos dobles o adheridos.",M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407530402,54075304,02,Reconocibles para naves aéreas.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407530403,54075304,03,"Con ancho de 64 a 72 cm, para la confección de corbatas.",M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407530491,54075304,91,Los demás de peso inferior o igual a 100 g/m2.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407530492,54075304,92,Los demás de peso superior a 100 g/m2 pero inferior o igual a 200 g/m2.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407530493,54075304,93,Los demás de peso superior a 200 g/m2.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407540501,54075405,01,De peso inferior o igual a 100 g/m2.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407540502,54075405,02,De peso superior a 100 g/m2 pero inferior o igual a 200 g/m2.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407540503,54075405,03,De peso superior a 200 g/m2.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407610601,54076106,01,"Totalmente de poliéster, de hilados sencillos, de título igual o superior a 75 decitex pero inferior o igual a 80 decitex, y 24 filamentos por hilo, y una torsión igual o superior a 900 vueltas por metro.",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407610602,54076106,02,"Crudos o blanqueados, de peso inferior o igual a 100 g/m2, excepto lo comprendido en el número de identificación comercial 5407.61.06.01.",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407610603,54076106,03,"Crudos o blanqueados, de peso superior a 100 g/m2 pero inferior o igual a 200 g/m2, excepto lo comprendido en el número de identificación comercial 5407.61.06.01.",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407610604,54076106,04,"Crudos o blanqueados, de peso superior a 200 g/m2, excepto lo comprendido en el número de identificación comercial 5407.61.06.01.",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407610691,54076106,91,Los demás de peso inferior o igual a 100 g/m2.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407610692,54076106,92,Los demás de peso superior a 100 g/m2 pero inferior o igual a 200 g/m2.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407610693,54076106,93,Los demás de peso superior a 200 g/m2.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407699901,54076999,01,Reconocibles para naves aéreas.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407699991,54076999,91,Los demás de peso inferior o igual a 100 g/m2.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407699992,54076999,92,Los demás de peso superior a 100 g/m2 pero inferior o igual a 200 g/m2.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407699993,54076999,93,Los demás de peso superior a 200 g/m2.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407710100,54077101,00,Crudos o blanqueados.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407720100,54077201,00,Teñidos.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407730401,54077304,01,"Gofrados, incluidos los tejidos dobles o adheridos.",M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407730499,54077304,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407740100,54077401,00,Estampados.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407810100,54078101,00,Crudos o blanqueados.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407820401,54078204,01,"Gofrados, o sometidos a cualquier operación complementaria sobre el teñido, incluidos los tejidos dobles o adheridos.",M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407820499,54078204,99,Los demás.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407830100,54078301,00,Con hilados de distintos colores.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407840100,54078401,00,Estampados.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407910801,54079108,01,Asociados con hilos de caucho.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407910802,54079108,02,"Gofrados, incluidos los tejidos dobles o adheridos.",M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407910803,54079108,03,Tejidos de alcohol polivinílico.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407910804,54079108,04,Reconocibles para naves aéreas.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407910805,54079108,05,"De poliuretanos, “elásticos” entorchados tanto en el pie como en la trama, con capacidad de elongación de 68 a 88% en el sentido longitudinal (pie) y de 90 a 120% en el sentido transversal (trama).",M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407910806,54079108,06,"De nailon, cuya trama sea de 40 deniers con 34 filamentos y pie de 70 deniers con 34 filamentos.",M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407910807,54079108,07,Con un contenido de lana o pelo fino superior o igual a 36% en peso.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407910899,54079108,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407920701,54079207,01,Asociados con hilos de caucho.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407920702,54079207,02,"Gofrados o sometidos a cualquier operación complementaria sobre el teñido, incluidos los tejidos dobles o adheridos.",M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407920703,54079207,03,De alcohol polivinílico.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407920704,54079207,04,Reconocibles para naves aéreas.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407920705,54079207,05,"De poliuretanos, “elásticos” entorchados tanto en el pie como en la trama con capacidad de elongación de 68 a 88% en el sentido longitudinal (pie) y de 90 a 120% en sentido transversal (trama).",M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407920706,54079207,06,Con un contenido de lana o pelo fino superior o igual a 36% en peso.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407920799,54079207,99,Los demás.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407930801,54079308,01,Asociados con hilos de caucho.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407930802,54079308,02,"Gofrados, incluidos los tejidos dobles o adheridos.",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407930803,54079308,03,De alcohol polivinílico.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407930804,54079308,04,Reconocibles para naves aéreas.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407930805,54079308,05,Con ancho de 64 a 72 cm para la confección de corbatas.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407930806,54079308,06,"De poliuretanos, “elásticos” entorchados tanto en el pie como en la trama, con capacidad de elongación de 68 a 88% en el sentido longitudinal (pie) y de 90 a 120% en el sentido transversal (trama).",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407930807,54079308,07,Con un contenido de lana o pelo fino superior o igual a 36% en peso.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407930899,54079308,99,Los demás.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407940801,54079408,01,Asociados con hilos de caucho.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407940802,54079408,02,"Gofrados, incluidos los tejidos dobles o adheridos.",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407940803,54079408,03,De alcohol polivinílico.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407940804,54079408,04,Reconocibles para naves aéreas.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407940805,54079408,05,Con ancho de 64 a 72 cm para la confección de corbatas.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407940806,54079408,06,"De poliuretanos,”elásticos” entorchados tanto en el pie como en la trama, con capacidad de elongación de 68 a 88% en el sentido longitudinal (pie) y de 90 a 120% en el sentido transversal (trama).",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407940807,54079408,07,Con un contenido de lana o pelo fino superior o igual a 36% en peso.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5407940899,54079408,99,Los demás.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408100501,54081005,01,Asociados con hilos de caucho.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408100502,54081005,02,Crudos o blanqueados.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408100503,54081005,03,Reconocibles para naves aéreas.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408100504,54081005,04,"Empleados en armaduras de neumáticos, de rayón, con un máximo de 6 hilos por pulgada de la trama.",M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408100599,54081005,99,Los demás.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408210400,54082104,00,Crudos o blanqueados.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408220501,54082205,01,De rayón cupramonio.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408220599,54082205,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408230600,54082306,00,Con hilados de distintos colores.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408240200,54082402,00,Estampados.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408310501,54083105,01,Asociados con hilos de caucho.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408310502,54083105,02,"Gofrados, incluidos los tejidos dobles o adheridos.",M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408310503,54083105,03,Reconocibles para naves aéreas.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408310504,54083105,04,Con un contenido de lana o pelo fino superior o igual a 36% en peso.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408310599,54083105,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408320601,54083206,01,Asociados con hilos de caucho.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408320602,54083206,02,"Gofrados o sometidos a cualquier operación complementaria sobre el teñido, incluidos los tejidos dobles o adheridos.",M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408320603,54083206,03,Reconocibles para naves aéreas.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408320604,54083206,04,"Redes o mallas, con monofilamentos de menos de 1 mm en su corte transversal, en cuyo punto de cruce estén termo soldados, en rollos de ancho inferior a 2.20 m.",M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408320605,54083206,05,Con un contenido de lana o pelo fino superior o igual a 36% en peso.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408320699,54083206,99,Los demás.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408330501,54083305,01,Asociados con hilos de caucho.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408330502,54083305,02,"Gofrados, incluidos los tejidos dobles o adheridos.",M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
